organism	temperature
Microsphaera multipartita	27
Microsphaeropsis olivacea	25
Microsphaeropsis sp.	25
Microsporum amazonicum	25
Microsporum audouinii	26
Microsporum canis	26
Microsporum cookei	27
Microsporum distortum	25
Microsporum equinum	24
Microsporum ferrugineum	25
Microsporum gallinae	28
Microsporum gypseum	25
Microsporum langeronii	25
Microsporum nanum	25
Microsporum persicolor	27
Microsporum praecox	26
Microsporum quinckeanum	25
Microsporum racemosum	26
Microsporum rivalieri	26
Microstroma juglandis	20
Microterricola viridarii	28
Microtetraspora africana	29
Microtetraspora angiospora	29
Microtetraspora fastidiosa	29
Microtetraspora ferruginea	29
Microtetraspora flexuosa	34
Microtetraspora fusca	29
Microtetraspora glauca	32
Microtetraspora helvata	34
Microtetraspora malaysiensis	28
Microtetraspora niveoalba	37
Microtetraspora polychroma	34
Microtetraspora pusilla	34
Microtetraspora recticatena	29
Microtetraspora roseola	29
Microtetraspora roseoviolacea	37
Microtetraspora rubra	29
Microtetraspora salmonea	34
Microtetraspora spiralis	29
Microtetraspora turkmeniaca	34
Microtetraspora viridis	34
Microthecium compressum	24
Microthecium levitum	24
Microvirga aerilata	28
Microvirga aerophila	28
Microvirga flocculans	44
Microvirga massiliensis	37
Microvirga subterranea	39
Microvirgula aerodenitrificans	30
Millerozyma acaciae	26
Millerozyma farinosa	26
Millisia brevis	29
Minibacterium massiliensis	30
Minicystis rosea	28
Minimedusa polyspora	24
Minimedusa pubescens	20
Ministeria vibrans	25
Mischococcus sphaerocephalus	25
Mitrophora semilibera	25
Mitsuaria chitosanitabida	28
Mitsuokella dentalis	37
Mitsuokella jalaludinii	39
Mitsuokella multacida	37
Mizugakiibacter sediminis	45
Mobilicoccus pelagius	25
Mobilisporobacter senegalensis	30
Mobilitalea sibirica	37
Mobiluncus curtisii	37
Mobiluncus mulieris	37
Modestobacter marinus	28
Modestobacter multiseptatus	20
Modestobacter roseus	28
Modestobacter sp.	23
Modestobacter versicolor	29
Modicisalibacter tunisiensis	31
Moellerella wisconsensis	35
Mogibacterium diversum	37
Mogibacterium neglectum	37
Mogibacterium pumilum	37
Mogibacterium timidum	37
Mogibacterium vescum	37
Moheibacter sediminis	28
Mollisia incrustata	24
Monacrosporium arcuatum	20
Monacrosporium cionopagum	23
Monacrosporium doedycoides	24
Monacrosporium drechsleri	25
Monacrosporium ellipsosporum	23
Monacrosporium eudermatum	23
Monacrosporium gampsosporum	24
Monacrosporium globosporum	26
Monacrosporium lysipagum	24
Monacrosporium megalosporum	24
Monacrosporium thaumasium	26
Monascella botryosa	26
Monascus albidus	30
Monascus anka	28
Monascus araneosus	30
Monascus barkeri	30
Monascus eremophilus	25
Monascus floridanus	25
Monascus fuliginosus	30
Monascus kaoliang	30
Monascus lunisporas	25
Monascus pallens	24
Monascus paxii	24
Monascus pilosus	26
Monascus purpureus	27
Monascus ruber	29
Monascus rubiginosus	28
Monascus sanguineus	24
Monascus serorubescens	30
Monascus sp.	30
Monashia flava	30
Mongoliibacter ruber	28
Monilia formosa	25
Monilia parapsilosis	25
Monilia tropicalis	25
Moniliella acetoabutens	22
Moniliella suaveolens	25
Monilinia amelanchieris	24
Monilinia azaleae	24
Monilinia baccarum	24
Monilinia fructicola	25
Monilinia fructigena	24
Monilinia gaylussaciae	24
Monilinia johnsonii	24
Monilinia laxa	25
Monilinia megalospora	24
Monilinia oxycocci	24
Monilinia padi	24
Monilinia polycodii	24
Monilinia urnula	24
Monilinia vaccinii-corymbosi	23
Moniliophthora perniciosa	25
Moniliophthora roreri	24
Moniliopsis anomala	24
Monilochaetes infuscans	24
Monoblepharis hypogyna	20
Monoblepharis insignis	20
Monoblepharis macrandra	20
Monoblepharis micrandra	20
Monoblepharis polymorpha	23
Monocercomonas colubrorum	25
Monocercomonas sp.	28
Monochaetia camelliae	24
Monochaetia dimorphospora	24
Monocillium indicum	26
Monodictys levis	24
Monodictys pelagica	24
Monographella nivalis	18
Monographella stoveri	24
Monomastix minuta	20
Monopylocystis visvesvarai	25
Monoraphidium circinale	20
Monoraphidium contortum	20
Monoraphidium convolutum	15
Monoraphidium griffithii	20
Monoraphidium minutum	20
Monosiga brevicollis	25
Monosiga gracilis	25
Monosiga ovata	25
Monosporascus cannonballus	24
Monotosporella tuberculata	24
Monotrichomonas carabina	25
Moorella glycerini	60
Moorella humiferrea	65
Moorella mulderi	64
Moorella perchloratireducens	55
Moorella stamsii	60
Moorella thermoacetica	58
Moorella thermoautotrophica	58
Moraxella anatipestifer	37
Moraxella atlantae	36
Moraxella boevrei	37
Moraxella bovis	35
Moraxella bovoculi	37
Moraxella calcoacetica	30
Moraxella canis	32
Moraxella caprae	37
Moraxella catarrhalis	37
Moraxella caviae	36
Moraxella cuniculi	37
Moraxella equi	33
Moraxella kingae	37
Moraxella lacunata	34
Moraxella lincolnii	31
Moraxella lwoffi	37
Moraxella nonliquefaciens	32
Moraxella oblonga	37
Moraxella osloensis	32
Moraxella ovis	35
Moraxella phenylpyruvica	34
Moraxella pluranimalium	37
Moraxella polymorpha	37
Moraxella porci	37
Moraxella saccharolytica	32
Moraxella sp.	35
Moraxella urethralis	36
Morchella angusticeps	25
Morchella conica	25
Morchella costata	24
Morchella crassipes	25
Morchella deliciosa	24
Morchella elata	24
Morchella esculenta	24
Morchella semilibera	24
Morchella sp.	24
Morchella spongiola	24
Morchella vulgaris	24
Morganella morganii	35
Morganella psychrotolerans	29
Moritella abyssi	5
Moritella dasanensis	10
Moritella japonica	10
Moritella marina	17
Moritella profunda	5
Moritella sp.	7
Moritella viscosa	14
Morococcus cerebrosus	37
Mortierella alpina	24
Mortierella ambigua	24
Mortierella amoeboidea	25
Mortierella bainieri	24
Mortierella bisporalis	24
Mortierella chlamydospora	24
Mortierella claussenii	26
Mortierella echinula	24
Mortierella elongata	22
Mortierella epigama	20
Mortierella formosensis	24
Mortierella gamsii	13
Mortierella horticola	24
Mortierella humilis	24
Mortierella hyalina	21
Mortierella hygrophila	24
Mortierella isabellina	24
Mortierella lignicola	25
Mortierella minutissima	24
Mortierella multidivaricata	24
Mortierella nana	24
Mortierella nantahalensis	20
Mortierella ovata	24
Mortierella parvispora	24
Mortierella polycephala	24
Mortierella pulchella	24
Mortierella ramanniana	24
Mortierella rostafinskii	25
Mortierella schmuckeri	24
Mortierella sclerotiella	26
Mortierella sp.	21
Mortierella spinosa	24
Mortierella strangulata	20
Mortierella umbellata	20
Mortierella verticillata	24
Mortierella vinacea	26
Mortierella wolfii	35
Mortierella zonata	25
Mortierella zychae	24
Moryella indoligenes	37
Motilibacter peucedani	28
Motilibacter rhizosphaerae	28
Motiliproteus sediminis	26
Mrakia frigida	13
Mrakia gelida	14
Mrakia nivalis	13
Mrakia stokesii	13
Mrakiella cryoconiti	15
Mucilaginibacter auburnensis	29
Mucilaginibacter frigoritolerans	22
Mucilaginibacter gracilis	24
Mucilaginibacter lappiensis	22
Mucilaginibacter mallensis	22
Mucilaginibacter oryzae	28
Mucilaginibacter paludis	24
Mucilaginibacter pineti	30
Mucilaginibacter soyangensis	25
Mucor abundans	24
Mucor aligarensis	22
Mucor amphibiorum	25
Mucor ardhlaengiktus	24
Mucor azygosporus	23
Mucor bacilliformis	24
Mucor bainieri	25
Mucor brunneogriseus	24
Mucor chibinensis	24
Mucor circinelloides	24
Mucor ellipsoideus	23
Mucor falcatus	26
Mucor flavus	20
Mucor fragilis	24
Mucor fuscus	20
Mucor genevensis	24
Mucor gigasporus	24
Mucor griseocyanus	24
Mucor hiemalis	24
Mucor inaequisporus	23
Mucor indicus	25
Mucor javanicus	24
Mucor kurssanovii	24
Mucor luteus	24
Mucor microsporus	24
Mucor miehei	37
Mucor mucedo	23
Mucor oblongiellipticus	24
Mucor parvispora	24
Mucor petrinsularis	20
Mucor piriformis	23
Mucor plasmaticus	20
Mucor plumbeus	23
Mucor pusillus	37
Mucor racemosus	24
Mucor ramannianus	24
Mucor ramosissimus	25
Mucor recurvus	24
Mucor rouxii	24
Mucor saturninus	24
Mucor silvaticus	24
Mucor sinensis	20
Mucor sp.	26
Mucor spinosus	22
Mucor tuberculisporus	24
Mucor varians	24
Mucor variisporus	30
Mucor velutinosus	23
Mucronella calva	24
Mumia flava	28
Mumia xiangluensis	28
Murdochiella asaccharolytica	37
Muribacter muris	37
Muricauda antarctica	28
Muricauda aquimarina	30
Muricauda flavescens	30
Muricauda ruestringensis	28
Muricauda zhangzhouensis	28
Muricoccus roseus	28
Muriella aurantiaca	25
Muriella decolor	25
Muriella zofingiensis	20
Muriicola jejuensis	28
Murimonas intestini	37
Murinocardiopsis flavida	29
Musicillium theobromae	24
Mutinus caninus	20
Mutinus elegans	23
Myceligenerans cantabricum	28
Myceligenerans crystallogenes	28
Myceligenerans halotolerans	30
Myceligenerans xiligouense	28
Myceliophthora hinnulea	37
Myceliophthora lutea	30
Myceliophthora thermophila	44
Myceliophthora vellerea	25
Mycena acicula	26
Mycena aetites	24
Mycena amicta	26
Mycena citrinomarginata	20
Mycena crocata	25
Mycena epipterygia	24
Mycena galericulata	24
Mycena galopus	23
Mycena haematopus	25
Mycena meliigena	24
Mycena polygramma	25
Mycena sanguinolenta	24
Mycena tintinnabulum	22
Mycetocola lacteus	28
Mycetocola reblochoni	28
Mycetocola saprophilus	28
Mycetocola tolaasinivorans	28
Mycoacia uda	24
Mycoarachis inversa	24
Mycobacterium abscessus	35
Mycobacterium acapulcensis	37
Mycobacterium aemonae	29
Mycobacterium africanum	37
Mycobacterium agri	37
Mycobacterium aichiense	36
Mycobacterium album	30
Mycobacterium algericum	37
Mycobacterium alvei	30
Mycobacterium angelicum	29
Mycobacterium anyangense	37
Mycobacterium arabiense	28
Mycobacterium aromaticivorans	29
Mycobacterium arosiense	34
Mycobacterium arupense	37
Mycobacterium asiaticum	37
Mycobacterium aubagnense	35
Mycobacterium aurum	34
Mycobacterium austroafricanum	35
Mycobacterium avium	37
Mycobacterium bacteremicum	37
Mycobacterium balnei	30
Mycobacterium barrassiae	30
Mycobacterium boenickei	37
Mycobacterium bohemicum	37
Mycobacterium bolletii	37
Mycobacterium botniense	46
Mycobacterium bouchedurhonense	29
Mycobacterium bourgelatii	37
Mycobacterium bovis	37
Mycobacterium branderi	37
Mycobacterium brisbanense	37
Mycobacterium brumae	35
Mycobacterium canariasense	35
Mycobacterium caprae	37
Mycobacterium celatum	37
Mycobacterium celeriflavum	37
Mycobacterium chelonae	36
Mycobacterium chesapeaki	30
Mycobacterium chimaera	37
Mycobacterium chitae	36
Mycobacterium chlorophenolicum	31
Mycobacterium chubuense	37
Mycobacterium colombiense	37
Mycobacterium coloregonium	37
Mycobacterium conceptionense	32
Mycobacterium confluentis	37
Mycobacterium conspicuum	36
Mycobacterium cookii	29
Mycobacterium cosmeticum	33
Mycobacterium crocinum	32
Mycobacterium diernhoferi	36
Mycobacterium doricum	37
Mycobacterium duvalii	37
Mycobacterium elephantis	37
Mycobacterium engbaekii	37
Mycobacterium europaeum	37
Mycobacterium fallax	31
Mycobacterium farcinogenes	36
Mycobacterium flavescens	36
Mycobacterium flavum	30
Mycobacterium florentinum	35
Mycobacterium fluoranthenivorans	35
Mycobacterium fortuitum	36
Mycobacterium fragae	37
Mycobacterium franklinii	34
Mycobacterium frederiksbergense	28
Mycobacterium gadium	36
Mycobacterium gallinarum	37
Mycobacterium gastri	37
Mycobacterium genavense	37
Mycobacterium giae	37
Mycobacterium gilvum	35
Mycobacterium goodii	34
Mycobacterium gordonae	37
Mycobacterium hackensackense	37
Mycobacterium haemophilum	31
Mycobacterium hassiacum	37
Mycobacterium heckeshornense	42
Mycobacterium heidelbergense	37
Mycobacterium heraklionense	37
Mycobacterium hiberniae	37
Mycobacterium hippocampi	28
Mycobacterium hodleri	27
Mycobacterium holsaticum	34
Mycobacterium houstonense	37
Mycobacterium immunogenum	35
Mycobacterium insubricum	37
Mycobacterium interjectum	37
Mycobacterium intermedium	37
Mycobacterium intracellulare	37
Mycobacterium iranicum	37
Mycobacterium johnei	37
Mycobacterium kansasii	37
Mycobacterium komanii	37
Mycobacterium komossense	34
Mycobacterium koreense	37
Mycobacterium kubicae	37
Mycobacterium kumamotonense	37
Mycobacterium kyorinense	37
Mycobacterium lacticola	37
Mycobacterium lactis	37
Mycobacterium lacus	37
Mycobacterium lentiflavum	37
Mycobacterium litorale	37
Mycobacterium llatzerense	28
Mycobacterium longobardum	37
Mycobacterium lutetiense	29
Mycobacterium madagascariense	32
Mycobacterium mageritense	37
Mycobacterium malmesburyense	37
Mycobacterium malmoense	37
Mycobacterium manitobense	35
Mycobacterium mantenii	37
Mycobacterium marinum	31
Mycobacterium marseillense	29
Mycobacterium massiliense	37
Mycobacterium microti	37
Mycobacterium minetti	37
Mycobacterium minnesotense	28
Mycobacterium monacense	37
Mycobacterium montefiorense	25
Mycobacterium montmartrense	28
Mycobacterium moriokaense	37
Mycobacterium mucogenicum	34
Mycobacterium murale	32
Mycobacterium muris	37
Mycobacterium nebraskense	34
Mycobacterium nebraskiae	30
Mycobacterium neglectum	21
Mycobacterium neoaurum	37
Mycobacterium neworleansense	37
Mycobacterium nonchromogenicum	37
Mycobacterium noviomagense	35
Mycobacterium novocastrense	37
Mycobacterium obuense	34
Mycobacterium oesypum	30
Mycobacterium pallens	29
Mycobacterium palustre	37
Mycobacterium paraense	37
Mycobacterium paraffinicum	35
Mycobacterium parafortuitum	37
Mycobacterium parakoreense	37
Mycobacterium parascrofulaceum	37
Mycobacterium paraseoulense	37
Mycobacterium paraterrae	37
Mycobacterium paratuberculosis	37
Mycobacterium parmense	37
Mycobacterium peregrinum	36
Mycobacterium petroleophilum	37
Mycobacterium phlei	36
Mycobacterium phocaicum	35
Mycobacterium pinnipedii	37
Mycobacterium platypoecilus	30
Mycobacterium porcinum	37
Mycobacterium poriferae	35
Mycobacterium pseudoshottsii	26
Mycobacterium psychrotolerans	35
Mycobacterium pulveris	37
Mycobacterium pyrenivorans	29
Mycobacterium ratisbonense	35
Mycobacterium rhodesiae	36
Mycobacterium riyadhense	37
Mycobacterium rubropertinctum	37
Mycobacterium rufum	29
Mycobacterium rutilum	30
Mycobacterium salmoniphilum	30
Mycobacterium saskatchewanense	37
Mycobacterium scrofulaceum	37
Mycobacterium sediminis	28
Mycobacterium senegalense	37
Mycobacterium senuense	37
Mycobacterium seoulense	37
Mycobacterium septicum	36
Mycobacterium setense	37
Mycobacterium sherrisii	37
Mycobacterium shimoidei	37
Mycobacterium shinjukuense	37
Mycobacterium shinshuense	28
Mycobacterium shottsii	24
Mycobacterium simiae	37
Mycobacterium smegmatis	36
Mycobacterium sp.	35
Mycobacterium sphagni	34
Mycobacterium stomatepiae	29
Mycobacterium szulgai	37
Mycobacterium terrae	37
Mycobacterium thermoresistibile	39
Mycobacterium timonense	30
Mycobacterium tokaiense	37
Mycobacterium triplex	37
Mycobacterium triviale	37
Mycobacterium tuberculosis	37
Mycobacterium tusciae	33
Mycobacterium ulcerans	32
Mycobacterium vaccae	36
Mycobacterium vanbaalenii	30
Mycobacterium vulneris	37
Mycobacterium wolinskyi	32
Mycobacterium xenopi	38
Mycobacterium yongonense	37
Mycobacterium yunnanensis	28
Mycocalia denudata	24
Mycocentrospora acerina	22
Mycochlamys macrospora	24
Mycoderma lambica	24
Mycogone perniciosa	24
Mycoleptodiscus coloratus	24
Mycoleptodiscus indicus	24
Mycoleptodiscus terrestris	24
Mycoplana bullata	29
Mycoplana dimorpha	30
Mycoplana ramosa	29
Mycoplana segnis	30
Mycoplasma adleri	37
Mycoplasma agalactiae	37
Mycoplasma agassizii	30
Mycoplasma alkalescens	37
Mycoplasma alligatoris	30
Mycoplasma alvi	37
Mycoplasma anatis	37
Mycoplasma anseris	37
Mycoplasma aquilae	35
Mycoplasma arginini	37
Mycoplasma arthritidis	37
Mycoplasma auris	37
Mycoplasma bovigenitalium	37
Mycoplasma bovimastitidis	37
Mycoplasma bovirhinis	37
Mycoplasma bovis	37
Mycoplasma bovoculi	37
Mycoplasma buccale	37
Mycoplasma buteonis	37
Mycoplasma californicum	37
Mycoplasma canadense	37
Mycoplasma canis	37
Mycoplasma capricolum	37
Mycoplasma caviae	37
Mycoplasma cavipharyngis	37
Mycoplasma ciconiae	37
Mycoplasma citelli	37
Mycoplasma cloacale	37
Mycoplasma collis	37
Mycoplasma columbinasale	37
Mycoplasma columbinum	35
Mycoplasma columborale	35
Mycoplasma conjunctivae	37
Mycoplasma corogypsi	37
Mycoplasma cottewii	37
Mycoplasma cricetuli	37
Mycoplasma crocodyli	37
Mycoplasma cynos	37
Mycoplasma dispar	37
Mycoplasma edwardii	37
Mycoplasma elephantis	37
Mycoplasma ellychniae	30
Mycoplasma equigenitalium	37
Mycoplasma equirhinis	37
Mycoplasma falconis	37
Mycoplasma fastidiosum	37
Mycoplasma faucium	37
Mycoplasma felifaucium	37
Mycoplasma feliminutum	37
Mycoplasma felis	37
Mycoplasma feriruminatoris	37
Mycoplasma fermentans	37
Mycoplasma flocculare	37
Mycoplasma gallinaceum	37
Mycoplasma gallinarum	37
Mycoplasma gallisepticum	37
Mycoplasma gallopavonis	37
Mycoplasma gateae	37
Mycoplasma genitalium	37
Mycoplasma glycophilum	37
Mycoplasma granularum	37
Mycoplasma gypis	37
Mycoplasma hominis	37
Mycoplasma hyopharyngis	37
Mycoplasma hyopneumoniae	37
Mycoplasma hyorhinis	37
Mycoplasma hyosynoviae	37
Mycoplasma imitans	37
Mycoplasma indiense	37
Mycoplasma iners	37
Mycoplasma insons	30
Mycoplasma iowae	37
Mycoplasma lactucae	30
Mycoplasma lagogenitalium	37
Mycoplasma laidlawii	37
Mycoplasma leachii	37
Mycoplasma leocaptivus	37
Mycoplasma leonicaptivi	37
Mycoplasma leopharyngis	37
Mycoplasma lipofaciens	37
Mycoplasma lipophilum	37
Mycoplasma lucivorax	30
Mycoplasma luminosum	30
Mycoplasma maculosum	37
Mycoplasma melaleucae	23
Mycoplasma meleagridis	37
Mycoplasma microti	37
Mycoplasma moatsii	37
Mycoplasma mobile	26
Mycoplasma molare	37
Mycoplasma mucosicanis	35
Mycoplasma muris	37
Mycoplasma mustelae	37
Mycoplasma mycoides	37
Mycoplasma nasistruthionis	37
Mycoplasma neophronis	37
Mycoplasma neurolyticum	37
Mycoplasma opalescens	37
Mycoplasma orale	37
Mycoplasma ovipneumoniae	37
Mycoplasma oxoniensis	37
Mycoplasma penetrans	37
Mycoplasma pharyngis	37
Mycoplasma phocacerebrale	37
Mycoplasma phocarhinis	37
